Found 2 pods, using pod/sample-financial-api-7bf5cfb79f-2rksd
{"ts": 1786461492.3170388, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461500.6856694, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461502.3174002, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461510.6859398, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461512.3183403, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461520.6859534, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461522.317308, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461530.685397, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461532.3179853, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461540.6848414, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461542.3177743, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461550.6854396, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461552.3177607, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461560.687244, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461562.3177853, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461570.6851048, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461572.3181276, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461580.6860435, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461582.3179102, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461590.6852558, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461592.3190117, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461600.685267, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461602.317846, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461610.6856067, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461612.3176603, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461620.6859324, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461622.317255, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461630.6866226, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461632.3179886, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461640.6858828, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461642.3178854, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461650.6865387, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461652.3171344, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461660.685555, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461662.3172245, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461670.6850507, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461672.3177328, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461680.685734, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461682.317184, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461690.686017, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461692.317869, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461700.6855962, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461702.3174593, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461710.6852643, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461712.3185742, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461720.6867185, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461722.3174083, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461730.6879807, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461732.318514, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461740.6859264, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
{"ts": 1786461742.317005, "client": "10.73.1.4", "message": "\"GET /healthz HTTP/1.1\" 200 -"}
